wiki	topic	open	available	closed	total
tgwiki	Transportation	0	0	0	0.0
tgwiki	all_topics	0.166666666667	0.0833333333333	0.75	12.0
krcwiki	Africa	0	0	0	0.0
krcwiki	Americas	0	0	0	0.0
krcwiki	Article improvement and grading	0	0	0	0.0
krcwiki	Arts	0	0	0	0.0
krcwiki	Biology	0	0	0	0.0
krcwiki	Bodies of water	0	0	0	0.0
krcwiki	Broadcasting	0	0	0	0.0
krcwiki	Business and economics	0	0	0	0.0
krcwiki	Chemistry	0	0	0	0.0
krcwiki	Cities	0	0	0	0.0
krcwiki	Contents systems	0	0	0	0.0
krcwiki	Countries	0	0	0	0.0
krcwiki	Crafts and hobbies	0	0	0	0.0
krcwiki	Economics	0	0	0	0.0
krcwiki	Education	0	0	0	0.0
krcwiki	Entertainment	0	0	0	0.0
krcwiki	Europe	0	0	0	0.0
krcwiki	Files	0	0	0	0.0
krcwiki	Food and drink	0	0	0	0.0
krcwiki	Geosciences	0	0	0	0.0
krcwiki	History and society	0	0	0	0.0
krcwiki	Information science	0	0	0	0.0
krcwiki	Internet culture	0	0	0	0.0
krcwiki	Landforms	0	0	0	0.0
krcwiki	Language and literature	0	0	0	0.0
krcwiki	Maintenance	0	0	0	0.0
krcwiki	Maps	0	0	0	0.0
krcwiki	Mathematics	0	0	0	0.0
krcwiki	Media	0	0	0	0.0
krcwiki	Medicine	0	0	0	0.0
krcwiki	Meteorology	0	0	0	0.0
krcwiki	Military and warfare	0	0	0	0.0
krcwiki	Music	0	0	0	0.0
krcwiki	Performing arts	0	0	0	0.0
krcwiki	Philosophy and religion	0	0	0	0.0
krcwiki	Physics	0	0	0	0.0
krcwiki	Plastic arts	0	0	0	0.0
krcwiki	Politics and government	0	0	0	0.0
krcwiki	Science	0	0	0	0.0
krcwiki	Space	0.0	0.0	1.0	1.0
krcwiki	Sports	0	0	0	0.0
krcwiki	Technology	0	0	0	0.0
krcwiki	Time	0	0	0	0.0
krcwiki	Transportation	0	0	0	0.0
krcwiki	all_topics	0.0	0.0	1.0	1.0
rnwiki	Africa	0	0	0	0.0
rnwiki	Americas	0	0	0	0.0
rnwiki	Article improvement and grading	0	0	0	0.0
rnwiki	Arts	0	0	0	0.0
rnwiki	Biology	0	0	0	0.0
rnwiki	Bodies of water	0	0	0	0.0
rnwiki	Broadcasting	0	0	0	0.0
rnwiki	Business and economics	0	0	0	0.0
rnwiki	Chemistry	0	0	0	0.0
rnwiki	Cities	0	0	0	0.0
rnwiki	Contents systems	0	0	0	0.0
rnwiki	Countries	0	0	0	0.0
rnwiki	Crafts and hobbies	0	0	0	0.0
rnwiki	Economics	0	0	0	0.0
rnwiki	Education	0	0	0	0.0
rnwiki	Entertainment	0	0	0	0.0
rnwiki	Europe	0	0	0	0.0
rnwiki	Files	0	0	0	0.0
rnwiki	Food and drink	0	0	0	0.0
rnwiki	Geosciences	0	0	0	0.0
rnwiki	History and society	0	0	0	0.0
rnwiki	Information science	0	0	0	0.0
rnwiki	Internet culture	0	0	0	0.0
rnwiki	Landforms	0	0	0	0.0
rnwiki	Language and literature	0	0	0	0.0
rnwiki	Maintenance	0	0	0	0.0
rnwiki	Maps	0	0	0	0.0
rnwiki	Mathematics	0	0	0	0.0
rnwiki	Media	0	0	0	0.0
rnwiki	Medicine	0	0	0	0.0
rnwiki	Meteorology	0	0	0	0.0
rnwiki	Military and warfare	0	0	0	0.0
rnwiki	Music	0	0	0	0.0
rnwiki	Performing arts	0	0	0	0.0
rnwiki	Philosophy and religion	0	0	0	0.0
rnwiki	Physics	0	0	0	0.0
rnwiki	Plastic arts	0	0	0	0.0
rnwiki	Politics and government	0	0	0	0.0
rnwiki	Science	0	0	0	0.0
rnwiki	Space	0	0	0	0.0
rnwiki	Sports	0	0	0	0.0
rnwiki	Technology	0	0	0	0.0
rnwiki	Time	0	0	0	0.0
rnwiki	Transportation	0	0	0	0.0
rnwiki	all_topics	0.0	0.0	1.0	0.0
nds_nlwiki	Africa	0	0	0	0.0
nds_nlwiki	Americas	0	0	0	0.0
nds_nlwiki	Article improvement and grading	0	0	0	0.0
nds_nlwiki	Arts	0	0	0	0.0
nds_nlwiki	Biology	0.666666666667	0.0	0.333333333333	3.0
nds_nlwiki	Bodies of water	0	0	0	0.0
nds_nlwiki	Broadcasting	0	0	0	0.0
nds_nlwiki	Business and economics	0	0	0	0.0
nds_nlwiki	Chemistry	0	0	0	0.0
nds_nlwiki	Cities	0	0	0	0.0
nds_nlwiki	Contents systems	0	0	0	0.0
nds_nlwiki	Countries	0	0	0	0.0
nds_nlwiki	Crafts and hobbies	0	0	0	0.0
nds_nlwiki	Economics	0	0	0	0.0
nds_nlwiki	Education	0	0	0	0.0
nds_nlwiki	Entertainment	0	0	0	0.0
nds_nlwiki	Europe	0	0	0	0.0
nds_nlwiki	Files	0	0	0	0.0
nds_nlwiki	Food and drink	0	0	0	0.0
nds_nlwiki	Geosciences	0	0	0	0.0
nds_nlwiki	History and society	0	0	0	0.0
nds_nlwiki	Information science	0	0	0	0.0
nds_nlwiki	Internet culture	0	0	0	0.0
nds_nlwiki	Landforms	0	0	0	0.0
nds_nlwiki	Language and literature	0	0	0	0.0
nds_nlwiki	Maintenance	0	0	0	0.0
nds_nlwiki	Maps	0	0	0	0.0
nds_nlwiki	Mathematics	0	0	0	0.0
nds_nlwiki	Media	0	0	0	0.0
nds_nlwiki	Medicine	0	0	0	0.0
nds_nlwiki	Meteorology	0	0	0	0.0
nds_nlwiki	Military and warfare	0	0	0	0.0
nds_nlwiki	Music	0	0	0	0.0
nds_nlwiki	Performing arts	0	0	0	0.0
nds_nlwiki	Philosophy and religion	0	0	0	0.0
nds_nlwiki	Physics	0	0	0	0.0
nds_nlwiki	Plastic arts	0	0	0	0.0
nds_nlwiki	Politics and government	0	0	0	0.0
nds_nlwiki	Science	0	0	0	0.0
nds_nlwiki	Space	0	0	0	0.0
nds_nlwiki	Sports	0	0	0	0.0
nds_nlwiki	Technology	0	0	0	0.0
nds_nlwiki	Time	0	0	0	0.0
nds_nlwiki	Transportation	0	0	0	0.0
nds_nlwiki	all_topics	0.666666666667	0.0	0.333333333333	3.0
tkwiki	Africa	0	0	0	0.0
tkwiki	Americas	0	0	0	0.0
tkwiki	Article improvement and grading	0	0	0	0.0
tkwiki	Arts	0	0	0	0.0
tkwiki	Biology	0	0	0	0.0
tkwiki	Bodies of water	0	0	0	0.0
tkwiki	Broadcasting	0	0	0	0.0
tkwiki	Business and economics	0	0	0	0.0
tkwiki	Chemistry	0	0	0	0.0
tkwiki	Cities	0	0	0	0.0
tkwiki	Contents systems	0	0	0	0.0
tkwiki	Countries	0	0	0	0.0
tkwiki	Crafts and hobbies	0	0	0	0.0
tkwiki	Economics	0	0	0	0.0
tkwiki	Education	0	0	0	0.0
tkwiki	Entertainment	0	0	0	0.0
tkwiki	Europe	0	0	0	0.0
tkwiki	Files	0	0	0	0.0
tkwiki	Food and drink	0	0	0	0.0
tkwiki	Geosciences	0	0	0	0.0
tkwiki	History and society	0	0	0	0.0
tkwiki	Information science	0	0	0	0.0
tkwiki	Internet culture	0	0	0	0.0
tkwiki	Landforms	0	0	0	0.0
tkwiki	Language and literature	0	0	0	0.0
tkwiki	Maintenance	0	0	0	0.0
tkwiki	Maps	0	0	0	0.0
tkwiki	Mathematics	0	0	0	0.0
tkwiki	Media	0	0	0	0.0
tkwiki	Medicine	0	0	0	0.0
tkwiki	Meteorology	0	0	0	0.0
tkwiki	Military and warfare	0	0	0	0.0
tkwiki	Music	0	0	0	0.0
tkwiki	Performing arts	0	0	0	0.0
tkwiki	Philosophy and religion	0	0	0	0.0
tkwiki	Physics	0	0	0	0.0
tkwiki	Plastic arts	0	0	0	0.0
tkwiki	Politics and government	0	0	0	0.0
tkwiki	Science	0	0	0	0.0
tkwiki	Space	0	0	0	0.0
tkwiki	Sports	0	0	0	0.0
tkwiki	Technology	0	0	0	0.0
tkwiki	Time	0	0	0	0.0
tkwiki	Transportation	0	0	0	0.0
tkwiki	all_topics	0.666666666667	0.0	0.333333333333	0.0
nvwiki	Africa	0	0	0	0.0
nvwiki	Americas	0	0	0	0.0
nvwiki	Article improvement and grading	0	0	0	0.0
nvwiki	Arts	0	0	0	0.0
nvwiki	Biology	0	0	0	0.0
nvwiki	Bodies of water	0	0	0	0.0
nvwiki	Broadcasting	0	0	0	0.0
nvwiki	Business and economics	0	0	0	0.0
nvwiki	Chemistry	0	0	0	0.0
nvwiki	Cities	0	0	0	0.0
nvwiki	Contents systems	0	0	0	0.0
nvwiki	Countries	0.0	0.0	1.0	1.0
nvwiki	Crafts and hobbies	0	0	0	0.0
nvwiki	Economics	0	0	0	0.0
nvwiki	Education	0	0	0	0.0
nvwiki	Entertainment	0	0	0	0.0
nvwiki	Europe	0.0	0.0	1.0	1.0
nvwiki	Files	0	0	0	0.0
nvwiki	Food and drink	0	0	0	0.0
nvwiki	Geosciences	0	0	0	0.0
nvwiki	History and society	0.0	0.0	1.0	3.0
nvwiki	Information science	0	0	0	0.0
nvwiki	Internet culture	0	0	0	0.0
nvwiki	Landforms	0	0	0	0.0
nvwiki	Language and literature	0	0	0	0.0
nvwiki	Maintenance	0	0	0	0.0
nvwiki	Maps	0	0	0	0.0
nvwiki	Mathematics	0	0	0	0.0
nvwiki	Media	0	0	0	0.0
nvwiki	Medicine	0	0	0	0.0
nvwiki	Meteorology	0	0	0	0.0
nvwiki	Military and warfare	0	0	0	0.0
nvwiki	Music	0	0	0	0.0
nvwiki	Performing arts	0	0	0	0.0
nvwiki	Philosophy and religion	0	0	0	0.0
nvwiki	Physics	1.0	0.0	0.0	1.0
nvwiki	Plastic arts	0	0	0	0.0
nvwiki	Politics and government	0	0	0	0.0
nvwiki	Science	0	0	0	0.0
nvwiki	Space	0.125	0.25	0.625	8.0
nvwiki	Sports	0	0	0	0.0
nvwiki	Technology	0	0	0	0.0
nvwiki	Time	0	0	0	0.0
nvwiki	Transportation	0	0	0	0.0
nvwiki	all_topics	0.142857142857	0.142857142857	0.714285714286	14.0
huwiki	Africa	0.222222222222	0.0	0.777777777778	9.0
huwiki	Americas	0.210526315789	0.115789473684	0.673684210526	95.0
huwiki	Article improvement and grading	0	0	0	0.0
huwiki	Arts	0	0	0	0.0
huwiki	Biology	0.336233144846	0.0835145715528	0.580252283602	4598.0
huwiki	Bodies of water	0.0	0.0	1.0	9.0
huwiki	Broadcasting	0.333333333333	0.222222222222	0.444444444444	9.0
huwiki	Business and economics	0.166666666667	0.0833333333333	0.75	12.0
huwiki	Chemistry	0.0869565217391	0.0466595970308	0.86638388123	943.0
huwiki	Cities	0.12	0.08	0.8	25.0
huwiki	Contents systems	0.0909090909091	0.0	0.909090909091	11.0
huwiki	Countries	0.255813953488	0.0418604651163	0.702325581395	215.0
huwiki	Crafts and hobbies	1.0	0.0	0.0	1.0
huwiki	Economics	0.1	0.5	0.4	10.0
huwiki	Education	0.0833333333333	0.0	0.916666666667	12.0
huwiki	Entertainment	0.35593220339	0.101694915254	0.542372881356	59.0
huwiki	Europe	0.205619412516	0.0932311621967	0.701149425287	783.0
huwiki	Files	0.2	0.133333333333	0.666666666667	15.0
huwiki	Food and drink	0.30985915493	0.056338028169	0.633802816901	71.0
huwiki	Geosciences	0.116279069767	0.139534883721	0.744186046512	43.0
huwiki	History and society	0.236467236467	0.0968660968661	0.666666666667	351.0
huwiki	Information science	0.5	0.0	0.5	2.0
huwiki	Internet culture	0	0	0	0.0
huwiki	Landforms	0.0	0.0	1.0	1.0
huwiki	Language and literature	0.291139240506	0.0886075949367	0.620253164557	237.0
huwiki	Maintenance	0.255813953488	0.162790697674	0.581395348837	43.0
huwiki	Maps	0	0	0	0.0
huwiki	Mathematics	0.0	0.0	1.0	4.0
huwiki	Media	0.25	0.0	0.75	4.0
huwiki	Medicine	0.375104427736	0.109440267335	0.515455304929	1197.0
huwiki	Meteorology	0.0	0.333333333333	0.666666666667	3.0
huwiki	Military and warfare	0.105263157895	0.0526315789474	0.842105263158	19.0
huwiki	Music	0.277777777778	0.166666666667	0.555555555556	18.0
huwiki	Performing arts	0.05	0.0	0.95	40.0
huwiki	Philosophy and religion	0.255172413793	0.0827586206897	0.662068965517	145.0
huwiki	Physics	0.197740112994	0.161016949153	0.641242937853	354.0
huwiki	Plastic arts	0.205882352941	0.176470588235	0.617647058824	34.0
huwiki	Politics and government	0.21875	0.1125	0.66875	160.0
huwiki	Science	0.274193548387	0.112903225806	0.612903225806	62.0
huwiki	Space	0.508771929825	0.0982456140351	0.39298245614	285.0
huwiki	Sports	0.333333333333	0.166666666667	0.5	6.0
huwiki	Technology	0.168421052632	0.205263157895	0.626315789474	190.0
huwiki	Time	0.333333333333	0.166666666667	0.5	6.0
huwiki	Transportation	0.311688311688	0.12987012987	0.558441558442	77.0
huwiki	all_topics	0.287753494782	0.0911596771018	0.621086828116	10158.0
ladwiki	Africa	0	0	0	0.0
ladwiki	Americas	0	0	0	0.0
ladwiki	Article improvement and grading	0	0	0	0.0
ladwiki	Arts	0	0	0	0.0
ladwiki	Biology	0	0	0	0.0
ladwiki	Bodies of water	0	0	0	0.0
ladwiki	Broadcasting	0	0	0	0.0
ladwiki	Business and economics	0	0	0	0.0
ladwiki	Chemistry	0	0	0	0.0
ladwiki	Cities	0	0	0	0.0
ladwiki	Contents systems	0	0	0	0.0
ladwiki	Countries	0.0	0.0	1.0	1.0
ladwiki	Crafts and hobbies	0	0	0	0.0
ladwiki	Economics	0	0	0	0.0
ladwiki	Education	0	0	0	0.0
ladwiki	Entertainment	0	0	0	0.0
ladwiki	Europe	0	0	0	0.0
ladwiki	Files	0	0	0	0.0
ladwiki	Food and drink	0	0	0	0.0
ladwiki	Geosciences	0	0	0	0.0
ladwiki	History and society	0.0	0.0	1.0	2.0
ladwiki	Information science	0	0	0	0.0
ladwiki	Internet culture	0	0	0	0.0
ladwiki	Landforms	0	0	0	0.0
ladwiki	Language and literature	0	0	0	0.0
ladwiki	Maintenance	0	0	0	0.0
ladwiki	Maps	0	0	0	0.0
ladwiki	Mathematics	0	0	0	0.0
ladwiki	Media	0	0	0	0.0
ladwiki	Medicine	0.0	0.0	1.0	1.0
ladwiki	Meteorology	0	0	0	0.0
ladwiki	Military and warfare	0	0	0	0.0
ladwiki	Music	0	0	0	0.0
ladwiki	Performing arts	0	0	0	0.0
ladwiki	Philosophy and religion	0	0	0	0.0
ladwiki	Physics	0	0	0	0.0
ladwiki	Plastic arts	0	0	0	0.0
ladwiki	Politics and government	0	0	0	0.0
ladwiki	Science	0	0	0	0.0
ladwiki	Space	0	0	0	0.0
ladwiki	Sports	0	0	0	0.0
ladwiki	Technology	0	0	0	0.0
ladwiki	Time	0	0	0	0.0
ladwiki	Transportation	0	0	0	0.0
ladwiki	all_topics	0.0	0.0	1.0	4.0
fywiki	Africa	0	0	0	0.0
fywiki	Americas	1.0	0.0	0.0	1.0
fywiki	Article improvement and grading	0	0	0	0.0
fywiki	Arts	0	0	0	0.0
fywiki	Biology	0.4	0.0	0.6	5.0
fywiki	Bodies of water	0.0	0.333333333333	0.666666666667	3.0
fywiki	Broadcasting	0	0	0	0.0
fywiki	Business and economics	0	0	0	0.0
fywiki	Chemistry	1.0	0.0	0.0	1.0
fywiki	Cities	0	0	0	0.0
fywiki	Contents systems	0	0	0	0.0
fywiki	Countries	0.0	1.0	0.0	1.0
fywiki	Crafts and hobbies	0	0	0	0.0
fywiki	Economics	0	0	0	0.0
fywiki	Education	0	0	0	0.0
fywiki	Entertainment	0	0	0	0.0
fywiki	Europe	0.0625	0.0625	0.875	16.0
fywiki	Files	0	0	0	0.0
fywiki	Food and drink	0	0	0	0.0
fywiki	Geosciences	0	0	0	0.0
fywiki	History and society	0.5	0.0	0.5	2.0
fywiki	Information science	0	0	0	0.0
fywiki	Internet culture	0	0	0	0.0
fywiki	Landforms	0	0	0	0.0
fywiki	Language and literature	0.0	0.0	1.0	1.0
fywiki	Maintenance	0	0	0	0.0
fywiki	Maps	0	0	0	0.0
fywiki	Mathematics	0	0	0	0.0
fywiki	Media	0	0	0	0.0
fywiki	Medicine	0.5	0.0	0.5	4.0
fywiki	Meteorology	0	0	0	0.0
fywiki	Military and warfare	0	0	0	0.0
fywiki	Music	0	0	0	0.0
fywiki	Performing arts	0	0	0	0.0
fywiki	Philosophy and religion	0.0	0.0	1.0	3.0
fywiki	Physics	0	0	0	0.0
fywiki	Plastic arts	0.0	0.0	1.0	1.0
fywiki	Politics and government	0	0	0	0.0
fywiki	Science	0	0	0	0.0
fywiki	Space	0	0	0	0.0
fywiki	Sports	0	0	0	0.0
fywiki	Technology	0	0	0	0.0
fywiki	Time	0	0	0	0.0
fywiki	Transportation	0.0	0.0	1.0	1.0
fywiki	all_topics	0.205128205128	0.0769230769231	0.717948717949	39.0
map_bmswiki	Africa	0	0	0	0.0
map_bmswiki	Americas	0	0	0	0.0
map_bmswiki	Article improvement and grading	0	0	0	0.0
map_bmswiki	Arts	0	0	0	0.0
map_bmswiki	Biology	0.4	0.0	0.6	5.0
map_bmswiki	Bodies of water	0	0	0	0.0
map_bmswiki	Broadcasting	0	0	0	0.0
map_bmswiki	Business and economics	0	0	0	0.0
map_bmswiki	Chemistry	0	0	0	0.0
map_bmswiki	Cities	0	0	0	0.0
map_bmswiki	Contents systems	0	0	0	0.0
map_bmswiki	Countries	0.166666666667	0.0	0.833333333333	6.0
map_bmswiki	Crafts and hobbies	0	0	0	0.0
map_bmswiki	Economics	0	0	0	0.0
map_bmswiki	Education	0	0	0	0.0
map_bmswiki	Entertainment	0	0	0	0.0
map_bmswiki	Europe	1.0	0.0	0.0	1.0
map_bmswiki	Files	0	0	0	0.0
map_bmswiki	Food and drink	0	0	0	0.0
map_bmswiki	Geosciences	0	0	0	0.0
map_bmswiki	History and society	0.333333333333	0.0	0.666666666667	3.0
map_bmswiki	Information science	0	0	0	0.0
map_bmswiki	Internet culture	0	0	0	0.0
map_bmswiki	Landforms	0	0	0	0.0
map_bmswiki	Language and literature	0.0	0.0	1.0	2.0
map_bmswiki	Maintenance	0	0	0	0.0
map_bmswiki	Maps	0	0	0	0.0
map_bmswiki	Mathematics	0	0	0	0.0
map_bmswiki	Media	0	0	0	0.0
map_bmswiki	Medicine	0	0	0	0.0
map_bmswiki	Meteorology	0	0	0	0.0
map_bmswiki	Military and warfare	0	0	0	0.0
map_bmswiki	Music	0	0	0	0.0
map_bmswiki	Performing arts	0	0	0	0.0
map_bmswiki	Philosophy and religion	0.0	0.0	1.0	1.0
map_bmswiki	Physics	0	0	0	0.0
map_bmswiki	Plastic arts	0	0	0	0.0
map_bmswiki	Politics and government	0	0	0	0.0
map_bmswiki	Science	0.4	0.0	0.6	5.0
map_bmswiki	Space	0.305555555556	0.0	0.694444444444	36.0
map_bmswiki	Sports	0	0	0	0.0
map_bmswiki	Technology	0.0	0.0	1.0	1.0
map_bmswiki	Time	0	0	0	0.0
map_bmswiki	Transportation	0	0	0	0.0
map_bmswiki	all_topics	0.3	0.0	0.7	60.0
kywiki	Africa	0	0	0	0.0
kywiki	Americas	0	0	0	0.0
kywiki	Article improvement and grading	0	0	0	0.0
kywiki	Arts	0	0	0	0.0
kywiki	Biology	0.125	0.0	0.875	8.0
kywiki	Bodies of water	0	0	0	0.0
kywiki	Broadcasting	0	0	0	0.0
kywiki	Business and economics	0	0	0	0.0
kywiki	Chemistry	0	0	0	0.0
kywiki	Cities	0	0	0	0.0
kywiki	Contents systems	0	0	0	0.0
kywiki	Countries	0	0	0	0.0
kywiki	Crafts and hobbies	0	0	0	0.0
kywiki	Economics	0	0	0	0.0
kywiki	Education	0	0	0	0.0
kywiki	Entertainment	0	0	0	0.0
kywiki	Europe	1.0	0.0	0.0	1.0
kywiki	Files	0	0	0	0.0
kywiki	Food and drink	0	0	0	0.0
kywiki	Geosciences	0	0	0	0.0
kywiki	History and society	0.25	0.0	0.75	4.0
kywiki	Information science	0	0	0	0.0
kywiki	Internet culture	0	0	0	0.0
kywiki	Landforms	0	0	0	0.0
kywiki	Language and literature	0.666666666667	0.0	0.333333333333	3.0
kywiki	Maintenance	0	0	0	0.0
kywiki	Maps	0	0	0	0.0
kywiki	Mathematics	0	0	0	0.0
kywiki	Media	0	0	0	0.0
kywiki	Medicine	1.0	0.0	0.0	1.0
kywiki	Meteorology	0	0	0	0.0
kywiki	Military and warfare	0	0	0	0.0
kywiki	Music	0	0	0	0.0
kywiki	Performing arts	0	0	0	0.0
kywiki	Philosophy and religion	0	0	0	0.0
kywiki	Physics	0	0	0	0.0
kywiki	Plastic arts	0	0	0	0.0
kywiki	Politics and government	0	0	0	0.0
kywiki	Science	0	0	0	0.0
kywiki	Space	0	0	0	0.0
kywiki	Sports	0	0	0	0.0
kywiki	Technology	0.0	1.0	0.0	1.0
kywiki	Time	0	0	0	0.0
kywiki	Transportation	0	0	0	0.0
kywiki	all_topics	0.333333333333	0.0555555555556	0.611111111111	18.0
novwiki	Africa	0	0	0	0.0
novwiki	Americas	0	0	0	0.0
novwiki	Article improvement and grading	0	0	0	0.0
novwiki	Arts	0	0	0	0.0
novwiki	Biology	0	0	0	0.0
novwiki	Bodies of water	0	0	0	0.0
novwiki	Broadcasting	0	0	0	0.0
novwiki	Business and economics	0	0	0	0.0
novwiki	Chemistry	0	0	0	0.0
novwiki	Cities	0	0	0	0.0
novwiki	Contents systems	0	0	0	0.0
novwiki	Countries	0.0	0.0	1.0	1.0
novwiki	Crafts and hobbies	0	0	0	0.0
novwiki	Economics	0	0	0	0.0
novwiki	Education	0	0	0	0.0
novwiki	Entertainment	0	0	0	0.0
novwiki	Europe	0	0	0	0.0
novwiki	Files	0	0	0	0.0
novwiki	Food and drink	0	0	0	0.0
novwiki	Geosciences	0	0	0	0.0
novwiki	History and society	0	0	0	0.0
novwiki	Information science	0	0	0	0.0
novwiki	Internet culture	0	0	0	0.0
novwiki	Landforms	0	0	0	0.0
novwiki	Language and literature	0	0	0	0.0
novwiki	Maintenance	0	0	0	0.0
novwiki	Maps	0	0	0	0.0
novwiki	Mathematics	0	0	0	0.0
novwiki	Media	0	0	0	0.0
novwiki	Medicine	0	0	0	0.0
novwiki	Meteorology	0	0	0	0.0
novwiki	Military and warfare	0	0	0	0.0
novwiki	Music	0	0	0	0.0
novwiki	Performing arts	0	0	0	0.0
novwiki	Philosophy and religion	0	0	0	0.0
novwiki	Physics	0	0	0	0.0
novwiki	Plastic arts	0	0	0	0.0
novwiki	Politics and government	0	0	0	0.0
novwiki	Science	0	0	0	0.0
novwiki	Space	0	0	0	0.0
novwiki	Sports	0	0	0	0.0
novwiki	Technology	0	0	0	0.0
novwiki	Time	0	0	0	0.0
novwiki	Transportation	0	0	0	0.0
novwiki	all_topics	0.0	0.0	1.0	1.0
bxrwiki	Africa	0	0	0	0.0
bxrwiki	Americas	0	0	0	0.0
bxrwiki	Article improvement and grading	0	0	0	0.0
bxrwiki	Arts	0	0	0	0.0
bxrwiki	Biology	0.352941176471	0.117647058824	0.529411764706	17.0
bxrwiki	Bodies of water	0	0	0	0.0
bxrwiki	Broadcasting	0	0	0	0.0
bxrwiki	Business and economics	0	0	0	0.0
bxrwiki	Chemistry	0	0	0	0.0
bxrwiki	Cities	0	0	0	0.0
bxrwiki	Contents systems	0	0	0	0.0
bxrwiki	Countries	0.0	0.0	1.0	3.0
bxrwiki	Crafts and hobbies	0	0	0	0.0
bxrwiki	Economics	0	0	0	0.0
bxrwiki	Education	0	0	0	0.0
bxrwiki	Entertainment	0	0	0	0.0
bxrwiki	Europe	0.0909090909091	0.0	0.909090909091	11.0
bxrwiki	Files	0	0	0	0.0
bxrwiki	Food and drink	0	0	0	0.0
bxrwiki	Geosciences	0.0	0.0	1.0	1.0
bxrwiki	History and society	0.0	0.333333333333	0.666666666667	3.0
bxrwiki	Information science	0	0	0	0.0
bxrwiki	Internet culture	0	0	0	0.0
bxrwiki	Landforms	0	0	0	0.0
bxrwiki	Language and literature	1.0	0.0	0.0	1.0
bxrwiki	Maintenance	0	0	0	0.0
bxrwiki	Maps	0	0	0	0.0
bxrwiki	Mathematics	0	0	0	0.0
bxrwiki	Media	0	0	0	0.0
bxrwiki	Medicine	1.0	0.0	0.0	3.0
bxrwiki	Meteorology	0	0	0	0.0
bxrwiki	Military and warfare	0	0	0	0.0
bxrwiki	Music	0	0	0	0.0
bxrwiki	Performing arts	0	0	0	0.0
bxrwiki	Philosophy and religion	0	0	0	0.0
bxrwiki	Physics	0.0	0.0	1.0	4.0
bxrwiki	Plastic arts	0	0	0	0.0
bxrwiki	Politics and government	0	0	0	0.0
bxrwiki	Science	0	0	0	0.0
bxrwiki	Space	0.125	0.125	0.75	8.0
bxrwiki	Sports	0	0	0	0.0
bxrwiki	Technology	0	0	0	0.0
bxrwiki	Time	0	0	0	0.0
bxrwiki	Transportation	0	0	0	0.0
bxrwiki	all_topics	0.235294117647	0.078431372549	0.686274509804	51.0
jvwiki	Africa	0.5	0.0	0.5	2.0
jvwiki	Americas	0.0	0.0	1.0	2.0
jvwiki	Article improvement and grading	0	0	0	0.0
jvwiki	Arts	0	0	0	0.0
jvwiki	Biology	0.37074829932	0.0850340136054	0.544217687075	294.0
jvwiki	Bodies of water	0	0	0	0.0
jvwiki	Broadcasting	0	0	0	0.0
jvwiki	Business and economics	0.0	0.0	1.0	6.0
jvwiki	Chemistry	0.0833333333333	0.166666666667	0.75	12.0
jvwiki	Cities	0	0	0	0.0
jvwiki	Contents systems	0	0	0	0.0
jvwiki	Countries	0.3	0.0333333333333	0.666666666667	30.0
jvwiki	Crafts and hobbies	0	0	0	0.0
jvwiki	Economics	0	0	0	0.0
jvwiki	Education	0.0	0.0	1.0	4.0
jvwiki	Entertainment	0.333333333333	0.333333333333	0.333333333333	3.0
jvwiki	Europe	0.116279069767	0.0232558139535	0.860465116279	43.0
jvwiki	Files	0	0	0	0.0
jvwiki	Food and drink	0.5	0.25	0.25	4.0
jvwiki	Geosciences	0.25	0.0	0.75	4.0
jvwiki	History and society	0.304347826087	0.0434782608696	0.652173913043	23.0
jvwiki	Information science	0	0	0	0.0
jvwiki	Internet culture	0	0	0	0.0
jvwiki	Landforms	0	0	0	0.0
jvwiki	Language and literature	0.0666666666667	0.0666666666667	0.866666666667	30.0
jvwiki	Maintenance	0.0	0.0	1.0	2.0
jvwiki	Maps	0	0	0	0.0
jvwiki	Mathematics	0	0	0	0.0
jvwiki	Media	0	0	0	0.0
jvwiki	Medicine	0.339285714286	0.107142857143	0.553571428571	56.0
jvwiki	Meteorology	0	0	0	0.0
jvwiki	Military and warfare	0	0	0	0.0
jvwiki	Music	0	0	0	0.0
jvwiki	Performing arts	0	0	0	0.0
jvwiki	Philosophy and religion	0.1	0.1	0.8	10.0
jvwiki	Physics	0.333333333333	0.133333333333	0.533333333333	15.0
jvwiki	Plastic arts	0.0	0.0	1.0	1.0
jvwiki	Politics and government	0.125	0.0	0.875	8.0
jvwiki	Science	0.428571428571	0.0	0.571428571429	7.0
jvwiki	Space	0.641975308642	0.037037037037	0.320987654321	81.0
jvwiki	Sports	0	0	0	0.0
jvwiki	Technology	0.0	0.0	1.0	2.0
jvwiki	Time	0	0	0	0.0
jvwiki	Transportation	0.0	0.0	1.0	1.0
jvwiki	all_topics	0.3421875	0.071875	0.5859375	640.0
kmwiki	Africa	0	0	0	0.0
kmwiki	Americas	0.285714285714	0.0	0.714285714286	7.0
kmwiki	Article improvement and grading	0	0	0	0.0
kmwiki	Arts	0	0	0	0.0
kmwiki	Biology	0.268085106383	0.112765957447	0.61914893617	470.0
kmwiki	Bodies of water	0	0	0	0.0
kmwiki	Broadcasting	0	0	0	0.0
kmwiki	Business and economics	0	0	0	0.0
kmwiki	Chemistry	0.159420289855	0.0434782608696	0.797101449275	69.0
